density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
CR-C02-008-D0014,CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,340.760470017,341.760470017,1.000000000,2.663050605
CR-C02-008-D0015,CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,365.760470017,366.760470017,1.000000000,2.650352127
CR-C02-008-D0016,CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,390.760470017,391.760470017,1.000000000,2.646402041
CR-C02-008-D0017,CR-C02-008,DS04,cerro_rojo,CAMPAIGN_02,415.760470017,416.760470017,1.000000000,2.698749620
CR-C02-009-D0001,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,23.953932527,24.953932527,1.000000000,2.663716475
CR-C02-009-D0002,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,48.953932527,49.953932527,1.000000000,2.587577550
CR-C02-009-D0003,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,73.953932527,74.953932527,1.000000000,2.652659381
CR-C02-009-D0004,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,98.953932527,99.953932527,1.000000000,2.619997957
CR-C02-009-D0005,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,123.953932527,124.953932527,1.000000000,2.630811105
CR-C02-009-D0006,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,148.953932527,149.953932527,1.000000000,2.625201775
CR-C02-009-D0007,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,173.953932527,174.953932527,1.000000000,2.609592260
CR-C02-009-D0008,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,198.953932527,199.953932527,1.000000000,2.599873746
CR-C02-009-D0009,CR-C02-009,DS04,cerro_rojo,CAMPAIGN_02,223.953932527,224.953932527,1.000000000,2.597795503
CR-C02-010-D0001,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,1.226103962,2.226103962,1.000000000,2.258797026
CR-C02-010-D0002,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,26.226103962,27.226103962,1.000000000,2.640267125
CR-C02-010-D0003,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,51.226103962,52.226103962,1.000000000,2.615543607
CR-C02-010-D0004,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,76.226103962,77.226103962,1.000000000,2.634927661
CR-C02-010-D0005,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,101.226103962,102.226103962,1.000000000,2.621761618
CR-C02-010-D0006,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,126.226103962,127.226103962,1.000000000,2.644538560
CR-C02-010-D0007,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,151.226103962,152.226103962,1.000000000,2.595891307
CR-C02-010-D0008,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,176.226103962,177.226103962,1.000000000,2.576001473
CR-C02-010-D0009,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,201.226103962,202.226103962,1.000000000,2.542527247
CR-C02-010-D0010,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,226.226103962,227.226103962,1.000000000,2.581648372
CR-C02-010-D0011,CR-C02-010,DS04,cerro_rojo,CAMPAIGN_02,251.226103962,252.226103962,1.000000000,2.547012588
CR-C02-011-D0001,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,0.470416962,1.470416962,1.000000000,2.265037728
CR-C02-011-D0002,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,25.470416962,26.470416962,1.000000000,2.688159415
CR-C02-011-D0003,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,50.470416962,51.470416962,1.000000000,2.618905635
CR-C02-011-D0004,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,75.470416962,76.470416962,1.000000000,2.636218993
CR-C02-011-D0005,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,100.470416962,101.470416962,1.000000000,2.637273948
CR-C02-011-D0006,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,125.470416962,126.470416962,1.000000000,2.622912256
CR-C02-011-D0007,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,150.470416962,151.470416962,1.000000000,2.615290144
CR-C02-011-D0008,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,175.470416962,176.470416962,1.000000000,2.626016464
CR-C02-011-D0009,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,200.470416962,201.470416962,1.000000000,2.637870889
CR-C02-011-D0010,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,225.470416962,226.470416962,1.000000000,2.631786872
CR-C02-011-D0011,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,250.470416962,251.470416962,1.000000000,2.637459053
CR-C02-011-D0012,CR-C02-011,DS04,cerro_rojo,CAMPAIGN_02,275.470416962,276.470416962,1.000000000,2.617035678
CR-C02-012-D0001,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,15.561120197,16.561120197,1.000000000,2.720738552
CR-C02-012-D0002,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,40.561120197,41.561120197,1.000000000,2.743228125
CR-C02-012-D0003,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,65.561120197,66.561120197,1.000000000,2.743009483
CR-C02-012-D0004,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,90.561120197,91.561120197,1.000000000,2.706794259
CR-C02-012-D0005,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,115.561120197,116.561120197,1.000000000,2.706649185
CR-C02-012-D0006,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,140.561120197,141.561120197,1.000000000,2.691370101
CR-C02-012-D0007,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,165.561120197,166.561120197,1.000000000,2.698492130
CR-C02-012-D0008,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,190.561120197,191.561120197,1.000000000,2.709496735
CR-C02-012-D0009,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,215.561120197,216.561120197,1.000000000,2.751404475
CR-C02-012-D0010,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,240.561120197,241.561120197,1.000000000,2.639870331
CR-C02-012-D0011,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,265.561120197,266.561120197,1.000000000,2.613178445
CR-C02-012-D0012,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,290.561120197,291.561120197,1.000000000,2.663496564
CR-C02-012-D0013,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,315.561120197,316.561120197,1.000000000,2.623059000
CR-C02-012-D0014,CR-C02-012,DS04,cerro_rojo,CAMPAIGN_02,340.561120197,341.561120197,1.000000000,2.610248792
CR-C02-013-D0001,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,0.783598241,1.783598241,1.000000000,2.271584774
CR-C02-013-D0002,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,25.783598241,26.783598241,1.000000000,2.611857077
CR-C02-013-D0003,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,50.783598241,51.783598241,1.000000000,2.687914220
CR-C02-013-D0004,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,75.783598241,76.783598241,1.000000000,2.630564261
CR-C02-013-D0005,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,100.783598241,101.783598241,1.000000000,2.625384429
CR-C02-013-D0006,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,125.783598241,126.783598241,1.000000000,2.652987631
CR-C02-013-D0007,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,150.783598241,151.783598241,1.000000000,2.618264257
CR-C02-013-D0008,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,175.783598241,176.783598241,1.000000000,2.603598991
CR-C02-013-D0009,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,200.783598241,201.783598241,1.000000000,2.648806652
CR-C02-013-D0010,CR-C02-013,DS04,cerro_rojo,CAMPAIGN_02,225.783598241,226.783598241,1.000000000,2.575837814
CR-C02-014-D0001,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,1.530568253,2.530568253,1.000000000,2.265207819
CR-C02-014-D0002,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,26.530568253,27.530568253,1.000000000,2.648316635
CR-C02-014-D0003,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,51.530568253,52.530568253,1.000000000,2.618259629
CR-C02-014-D0004,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,76.530568253,77.530568253,1.000000000,2.627016484
CR-C02-014-D0005,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,101.530568253,102.530568253,1.000000000,2.626231532
CR-C02-014-D0006,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,126.530568253,127.530568253,1.000000000,2.636348447
CR-C02-014-D0007,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,151.530568253,152.530568253,1.000000000,2.634431487
CR-C02-014-D0008,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,176.530568253,177.530568253,1.000000000,2.650343388
CR-C02-014-D0009,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,201.530568253,202.530568253,1.000000000,2.627893327
CR-C02-014-D0010,CR-C02-014,DS04,cerro_rojo,CAMPAIGN_02,226.530568253,227.530568253,1.000000000,2.637779572
CR-C02-015-D0001,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,3.120007179,4.120007179,1.000000000,2.301822378
CR-C02-015-D0002,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,28.120007179,29.120007179,1.000000000,2.697564621
CR-C02-015-D0003,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,53.120007179,54.120007179,1.000000000,2.706836577
CR-C02-015-D0004,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,78.120007179,79.120007179,1.000000000,2.646050723
CR-C02-015-D0005,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,103.120007179,104.120007179,1.000000000,2.670903055
CR-C02-015-D0006,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,128.120007179,129.120007179,1.000000000,2.632127813
CR-C02-015-D0007,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,153.120007179,154.120007179,1.000000000,2.663982020
CR-C02-015-D0008,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,178.120007179,179.120007179,1.000000000,2.622251837
CR-C02-015-D0009,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,203.120007179,204.120007179,1.000000000,2.637498120
CR-C02-015-D0010,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,228.120007179,229.120007179,1.000000000,2.630376248
CR-C02-015-D0011,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,253.120007179,254.120007179,1.000000000,2.634411263
CR-C02-015-D0012,CR-C02-015,DS04,cerro_rojo,CAMPAIGN_02,278.120007179,279.120007179,1.000000000,2.623506898
CR-C02-016-D0001,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,3.361273603,4.361273603,1.000000000,2.322012093
CR-C02-016-D0002,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,28.361273603,29.361273603,1.000000000,2.697710099
CR-C02-016-D0003,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,53.361273603,54.361273603,1.000000000,2.684680834
CR-C02-016-D0004,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,78.361273603,79.361273603,1.000000000,2.692258269
CR-C02-016-D0005,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,103.361273603,104.361273603,1.000000000,2.688590126
CR-C02-016-D0006,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,128.361273603,129.361273603,1.000000000,2.702803887
CR-C02-016-D0007,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,153.361273603,154.361273603,1.000000000,2.723170608
CR-C02-016-D0008,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,178.361273603,179.361273603,1.000000000,2.697375320
CR-C02-016-D0009,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,203.361273603,204.361273603,1.000000000,2.715190246
CR-C02-016-D0010,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,228.361273603,229.361273603,1.000000000,2.701760745
CR-C02-016-D0011,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,253.361273603,254.361273603,1.000000000,2.713204031
CR-C02-016-D0012,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,278.361273603,279.361273603,1.000000000,2.604445265
CR-C02-016-D0013,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,303.361273603,304.361273603,1.000000000,2.643452409
CR-C02-016-D0014,CR-C02-016,DS04,cerro_rojo,CAMPAIGN_02,328.361273603,329.361273603,1.000000000,2.659612551
CR-C02-017-D0001,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,13.560275295,14.560275295,1.000000000,2.717834983
CR-C02-017-D0002,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,38.560275295,39.560275295,1.000000000,2.685746249
CR-C02-017-D0003,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,63.560275295,64.560275295,1.000000000,2.674519661
CR-C02-017-D0004,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,88.560275295,89.560275295,1.000000000,2.731173295
CR-C02-017-D0005,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,113.560275295,114.560275295,1.000000000,2.629862386
CR-C02-017-D0006,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,138.560275295,139.560275295,1.000000000,2.648664942
CR-C02-017-D0007,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,163.560275295,164.560275295,1.000000000,2.633833385
CR-C02-017-D0008,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,188.560275295,189.560275295,1.000000000,2.626457873
CR-C02-017-D0009,CR-C02-017,DS04,cerro_rojo,CAMPAIGN_02,213.560275295,214.560275295,1.000000000,2.618397939
CR-C02-018-D0001,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,18.913447878,19.913447878,1.000000000,2.749250598
CR-C02-018-D0002,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,43.913447878,44.913447878,1.000000000,2.640292552
CR-C02-018-D0003,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,68.913447878,69.913447878,1.000000000,2.644950390
CR-C02-018-D0004,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,93.913447878,94.913447878,1.000000000,2.667573178
CR-C02-018-D0005,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,118.913447878,119.913447878,1.000000000,2.639504048
CR-C02-018-D0006,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,143.913447878,144.913447878,1.000000000,2.641649352
CR-C02-018-D0007,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,168.913447878,169.913447878,1.000000000,2.654233620
CR-C02-018-D0008,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,193.913447878,194.913447878,1.000000000,2.650428561
CR-C02-018-D0009,CR-C02-018,DS04,cerro_rojo,CAMPAIGN_02,218.913447878,219.913447878,1.000000000,2.642043443
CR-C02-019-D0001,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,16.295771867,17.295771867,1.000000000,2.688843697
CR-C02-019-D0002,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,41.295771867,42.295771867,1.000000000,2.734538410
CR-C02-019-D0003,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,66.295771867,67.295771867,1.000000000,2.715499804
CR-C02-019-D0004,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,91.295771867,92.295771867,1.000000000,2.733129900
CR-C02-019-D0005,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,116.295771867,117.295771867,1.000000000,2.719159615
CR-C02-019-D0006,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,141.295771867,142.295771867,1.000000000,2.711485565
CR-C02-019-D0007,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,166.295771867,167.295771867,1.000000000,2.652957277
CR-C02-019-D0008,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,191.295771867,192.295771867,1.000000000,2.674615852
CR-C02-019-D0009,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,216.295771867,217.295771867,1.000000000,2.639761920
CR-C02-019-D0010,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,241.295771867,242.295771867,1.000000000,2.644586191
CR-C02-019-D0011,CR-C02-019,DS04,cerro_rojo,CAMPAIGN_02,266.295771867,267.295771867,1.000000000,2.620144906
CR-C02-020-D0001,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,0.219382968,1.219382968,1.000000000,2.297516894
CR-C02-020-D0002,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,25.219382968,26.219382968,1.000000000,2.743237233
CR-C02-020-D0003,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,50.219382968,51.219382968,1.000000000,2.705006411
CR-C02-020-D0004,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,75.219382968,76.219382968,1.000000000,2.713072226
CR-C02-020-D0005,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,100.219382968,101.219382968,1.000000000,2.660986277
CR-C02-020-D0006,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,125.219382968,126.219382968,1.000000000,2.731519310
CR-C02-020-D0007,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,150.219382968,151.219382968,1.000000000,2.750016777
CR-C02-020-D0008,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,175.219382968,176.219382968,1.000000000,2.677752718
CR-C02-020-D0009,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,200.219382968,201.219382968,1.000000000,2.718531649
CR-C02-020-D0010,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,225.219382968,226.219382968,1.000000000,2.715436976
CR-C02-020-D0011,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,250.219382968,251.219382968,1.000000000,2.692217131
CR-C02-020-D0012,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,275.219382968,276.219382968,1.000000000,2.707269096
CR-C02-020-D0013,CR-C02-020,DS04,cerro_rojo,CAMPAIGN_02,300.219382968,301.219382968,1.000000000,2.710990804
CR-C03-001-D0001,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,3.355655190,4.355655190,1.000000000,2.259123071
CR-C03-001-D0002,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,28.355655190,29.355655190,1.000000000,2.614036753
CR-C03-001-D0003,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,53.355655190,54.355655190,1.000000000,2.624070858
CR-C03-001-D0004,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,78.355655190,79.355655190,1.000000000,2.637156497
CR-C03-001-D0005,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,103.355655190,104.355655190,1.000000000,2.676064515
CR-C03-001-D0006,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,128.355655190,129.355655190,1.000000000,2.637925055
CR-C03-001-D0007,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,153.355655190,154.355655190,1.000000000,2.611049532
CR-C03-001-D0008,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,178.355655190,179.355655190,1.000000000,2.642003976
CR-C03-001-D0009,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,203.355655190,204.355655190,1.000000000,2.656676841
CR-C03-001-D0010,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,228.355655190,229.355655190,1.000000000,2.528590012
CR-C03-001-D0011,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,253.355655190,254.355655190,1.000000000,2.566786060
CR-C03-001-D0012,CR-C03-001,DS04,cerro_rojo,CAMPAIGN_03,278.355655190,279.355655190,1.000000000,2.521779753
CR-C03-002-D0001,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,11.711077082,12.711077082,1.000000000,2.715987730
CR-C03-002-D0002,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,36.711077082,37.711077082,1.000000000,2.723358365
CR-C03-002-D0003,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,61.711077082,62.711077082,1.000000000,2.688988276
CR-C03-002-D0004,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,86.711077082,87.711077082,1.000000000,2.672983399
CR-C03-002-D0005,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,111.711077082,112.711077082,1.000000000,2.696756838
CR-C03-002-D0006,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,136.711077082,137.711077082,1.000000000,2.619965363
CR-C03-002-D0007,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,161.711077082,162.711077082,1.000000000,2.659804923
CR-C03-002-D0008,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,186.711077082,187.711077082,1.000000000,2.675390379
CR-C03-002-D0009,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,211.711077082,212.711077082,1.000000000,2.675682283
CR-C03-002-D0010,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,236.711077082,237.711077082,1.000000000,2.651467503
CR-C03-002-D0011,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,261.711077082,262.711077082,1.000000000,2.624432987
CR-C03-002-D0012,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,286.711077082,287.711077082,1.000000000,2.600899157
CR-C03-002-D0013,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,311.711077082,312.711077082,1.000000000,2.566768195
CR-C03-002-D0014,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,336.711077082,337.711077082,1.000000000,2.544313658
CR-C03-002-D0015,CR-C03-002,DS04,cerro_rojo,CAMPAIGN_03,361.711077082,362.711077082,1.000000000,2.563866429
CR-C03-003-D0001,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,12.817136238,13.817136238,1.000000000,2.499410975
CR-C03-003-D0002,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,37.817136238,38.817136238,1.000000000,2.762674296
CR-C03-003-D0003,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,62.817136238,63.817136238,1.000000000,2.741066913
CR-C03-003-D0004,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,87.817136238,88.817136238,1.000000000,2.690829426
CR-C03-003-D0005,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,112.817136238,113.817136238,1.000000000,2.632066632
CR-C03-003-D0006,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,137.817136238,138.817136238,1.000000000,2.651215841
CR-C03-003-D0007,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,162.817136238,163.817136238,1.000000000,2.644878790
CR-C03-003-D0008,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,187.817136238,188.817136238,1.000000000,2.617156011
CR-C03-003-D0009,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,212.817136238,213.817136238,1.000000000,2.595842354
CR-C03-003-D0010,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,237.817136238,238.817136238,1.000000000,2.662944116
CR-C03-003-D0011,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,262.817136238,263.817136238,1.000000000,2.663654982
CR-C03-003-D0012,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,287.817136238,288.817136238,1.000000000,2.647633829
CR-C03-003-D0013,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,312.817136238,313.817136238,1.000000000,2.618531044
CR-C03-003-D0014,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,337.817136238,338.817136238,1.000000000,2.552137649
CR-C03-003-D0015,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,362.817136238,363.817136238,1.000000000,2.520982743
CR-C03-003-D0016,CR-C03-003,DS04,cerro_rojo,CAMPAIGN_03,387.817136238,388.817136238,1.000000000,2.556844459
CR-C03-004-D0001,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,14.844017821,15.844017821,1.000000000,2.698315672
CR-C03-004-D0002,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,39.844017821,40.844017821,1.000000000,2.717774483
CR-C03-004-D0003,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,64.844017821,65.844017821,1.000000000,2.629598620
CR-C03-004-D0004,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,89.844017821,90.844017821,1.000000000,2.636380372
CR-C03-004-D0005,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,114.844017821,115.844017821,1.000000000,2.625623844
CR-C03-004-D0006,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,139.844017821,140.844017821,1.000000000,2.620877385
CR-C03-004-D0007,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,164.844017821,165.844017821,1.000000000,2.643726113
CR-C03-004-D0008,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,189.844017821,190.844017821,1.000000000,2.649317504
CR-C03-004-D0009,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,214.844017821,215.844017821,1.000000000,2.610972003
CR-C03-004-D0010,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,239.844017821,240.844017821,1.000000000,2.596676724
CR-C03-004-D0011,CR-C03-004,DS04,cerro_rojo,CAMPAIGN_03,264.844017821,265.844017821,1.000000000,2.546087977
CR-C03-005-D0001,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,21.298385218,22.298385218,1.000000000,2.605786996
CR-C03-005-D0002,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,46.298385218,47.298385218,1.000000000,2.607915880
CR-C03-005-D0003,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,71.298385218,72.298385218,1.000000000,2.642437786
CR-C03-005-D0004,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,96.298385218,97.298385218,1.000000000,2.588305952
CR-C03-005-D0005,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,121.298385218,122.298385218,1.000000000,2.650856186
CR-C03-005-D0006,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,146.298385218,147.298385218,1.000000000,2.616973940
CR-C03-005-D0007,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,171.298385218,172.298385218,1.000000000,2.658946912
CR-C03-005-D0008,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,196.298385218,197.298385218,1.000000000,2.633760976
CR-C03-005-D0009,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,221.298385218,222.298385218,1.000000000,2.635498070
CR-C03-005-D0010,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,246.298385218,247.298385218,1.000000000,2.610127389
CR-C03-005-D0011,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,271.298385218,272.298385218,1.000000000,2.545381872
CR-C03-005-D0012,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,296.298385218,297.298385218,1.000000000,2.555870436
CR-C03-005-D0013,CR-C03-005,DS04,cerro_rojo,CAMPAIGN_03,321.298385218,322.298385218,1.000000000,2.524022398
CR-C03-006-D0001,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,14.268197436,15.268197436,1.000000000,2.722207088
CR-C03-006-D0002,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,39.268197436,40.268197436,1.000000000,2.687455181
CR-C03-006-D0003,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,64.268197436,65.268197436,1.000000000,2.755590174
