sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
CR-C01-003-A0106,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,210.000000000,212.000000000,2.000000000,0.039568774,0.000000000,0.000000000
CR-C01-003-A0107,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,212.000000000,214.000000000,2.000000000,0.040122828,0.000000000,0.000000000
CR-C01-003-A0108,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,214.000000000,216.000000000,2.000000000,0.039585594,0.000000000,0.000000000
CR-C01-003-A0109,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,216.000000000,218.000000000,2.000000000,0.041071708,0.000000000,0.000000000
CR-C01-003-A0110,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,218.000000000,220.000000000,2.000000000,0.042862207,0.000000000,0.000000000
CR-C01-003-A0111,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,220.000000000,222.000000000,2.000000000,0.042434552,0.000000000,0.000000000
CR-C01-003-A0112,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,222.000000000,224.000000000,2.000000000,0.041599430,0.000000000,0.000000000
CR-C01-003-A0113,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,224.000000000,226.000000000,2.000000000,0.040394960,0.000000000,0.000000000
CR-C01-003-A0114,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,226.000000000,228.000000000,2.000000000,0.043908729,0.000000000,0.000000000
CR-C01-003-A0115,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,228.000000000,230.000000000,2.000000000,0.041852743,0.000000000,0.000000000
CR-C01-003-A0116,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,230.000000000,232.000000000,2.000000000,0.041491569,0.000000000,0.000000000
CR-C01-003-A0117,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,232.000000000,234.000000000,2.000000000,0.045092919,0.000000000,0.000000000
CR-C01-003-A0118,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,234.000000000,236.000000000,2.000000000,0.048061918,0.000000000,0.000000000
CR-C01-003-A0119,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,236.000000000,238.000000000,2.000000000,0.048166751,0.000000000,0.000000000
CR-C01-003-A0120,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,238.000000000,240.000000000,2.000000000,0.050345383,0.000000000,0.000000000
CR-C01-003-A0121,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,240.000000000,242.000000000,2.000000000,0.050196184,0.000000000,0.000000000
CR-C01-003-A0122,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,242.000000000,244.000000000,2.000000000,0.045747091,0.000000000,0.000000000
CR-C01-003-A0123,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,244.000000000,246.000000000,2.000000000,0.049286988,0.000000000,0.000000000
CR-C01-003-A0124,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,246.000000000,248.000000000,2.000000000,0.053637043,0.000000000,0.000000000
CR-C01-003-A0125,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,248.000000000,250.000000000,2.000000000,0.055893844,0.000000000,0.000000000
CR-C01-003-A0126,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,250.000000000,252.000000000,2.000000000,0.053226477,0.000000000,0.000000000
CR-C01-003-A0127,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,252.000000000,254.000000000,2.000000000,0.050315647,0.000000000,0.000000000
CR-C01-003-A0128,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,254.000000000,256.000000000,2.000000000,0.055402955,0.000000000,0.000000000
CR-C01-003-A0129,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,256.000000000,258.000000000,2.000000000,0.053817395,0.000000000,0.000000000
CR-C01-003-A0130,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,258.000000000,260.000000000,2.000000000,0.053144812,0.000000000,0.000000000
CR-C01-003-A0131,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,260.000000000,262.000000000,2.000000000,0.054739298,0.000000000,0.000000000
CR-C01-003-A0132,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,262.000000000,264.000000000,2.000000000,0.055280029,0.000000000,0.000000000
CR-C01-003-A0133,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,264.000000000,266.000000000,2.000000000,0.052947002,0.000000000,0.000000000
CR-C01-003-A0134,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,266.000000000,268.000000000,2.000000000,0.056386650,0.000000000,0.000000000
CR-C01-003-A0135,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,268.000000000,270.000000000,2.000000000,0.057910571,0.000000000,0.000000000
CR-C01-003-A0136,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,270.000000000,272.000000000,2.000000000,0.054949074,0.000000000,0.000000000
CR-C01-003-A0137,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,272.000000000,274.000000000,2.000000000,0.062407233,0.000000000,0.000000000
CR-C01-003-A0138,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,274.000000000,276.000000000,2.000000000,0.055311970,0.000000000,0.000000000
CR-C01-003-A0139,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,276.000000000,278.000000000,2.000000000,0.061557172,0.000000000,0.000000000
CR-C01-003-A0140,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,278.000000000,280.000000000,2.000000000,0.065651297,0.000000000,0.000000000
CR-C01-003-A0141,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,280.000000000,282.000000000,2.000000000,0.060681182,0.000000000,0.000000000
CR-C01-003-A0142,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,282.000000000,284.000000000,2.000000000,0.060966729,0.000000000,0.000000000
CR-C01-003-A0143,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,284.000000000,286.000000000,2.000000000,0.065776980,0.000000000,0.000000000
CR-C01-003-A0144,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,286.000000000,288.000000000,2.000000000,0.070504777,0.000000000,0.000000000
CR-C01-003-A0145,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,288.000000000,290.000000000,2.000000000,0.065221569,0.000000000,0.000000000
CR-C01-003-A0146,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,290.000000000,292.000000000,2.000000000,0.065098336,0.000000000,0.000000000
CR-C01-003-A0147,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,292.000000000,294.000000000,2.000000000,0.061276332,0.000000000,0.000000000
CR-C01-003-A0148,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,294.000000000,296.000000000,2.000000000,0.060718257,0.000000000,0.000000000
CR-C01-003-A0149,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,296.000000000,298.000000000,2.000000000,0.063870049,0.000000000,0.000000000
CR-C01-003-A0150,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,298.000000000,300.000000000,2.000000000,0.070677430,0.000000000,0.000000000
CR-C01-003-A0151,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,300.000000000,302.000000000,2.000000000,0.071963844,0.000000000,0.000000000
CR-C01-003-A0152,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,302.000000000,304.000000000,2.000000000,0.064188145,0.000000000,0.000000000
CR-C01-003-A0153,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,304.000000000,306.000000000,2.000000000,0.067551372,0.000000000,0.000000000
CR-C01-003-A0154,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,306.000000000,308.000000000,2.000000000,0.069773265,0.000000000,0.000000000
CR-C01-003-A0155,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,308.000000000,310.000000000,2.000000000,0.072068959,0.000000000,0.000000000
CR-C01-003-A0156,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,310.000000000,312.000000000,2.000000000,0.072300024,0.000000000,0.000000000
CR-C01-003-A0157,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,312.000000000,314.000000000,2.000000000,0.071769361,0.000000000,0.000000000
CR-C01-003-A0158,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,314.000000000,316.000000000,2.000000000,0.074564722,0.000000000,0.000000000
CR-C01-003-A0159,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,316.000000000,318.000000000,2.000000000,0.074583120,0.000000000,0.000000000
CR-C01-003-A0160,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,318.000000000,320.000000000,2.000000000,0.073510859,0.000000000,0.000000000
CR-C01-003-A0161,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,320.000000000,322.000000000,2.000000000,0.080101461,0.000000000,0.000000000
CR-C01-003-A0162,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,322.000000000,324.000000000,2.000000000,0.079688644,0.000000000,0.000000000
CR-C01-003-A0163,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,324.000000000,326.000000000,2.000000000,0.074082687,0.000000000,0.000000000
CR-C01-003-A0164,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,326.000000000,328.000000000,2.000000000,0.077922418,0.000000000,0.000000000
CR-C01-003-A0165,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,328.000000000,330.000000000,2.000000000,0.076669954,0.000000000,0.000000000
CR-C01-003-A0166,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,330.000000000,332.000000000,2.000000000,0.076612097,0.000000000,0.000000000
CR-C01-003-A0167,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,332.000000000,334.000000000,2.000000000,0.074892120,0.000000000,0.000000000
CR-C01-003-A0168,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,334.000000000,336.000000000,2.000000000,0.081288036,0.000000000,0.000000000
CR-C01-003-A0169,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,336.000000000,338.000000000,2.000000000,0.079390919,0.000000000,0.000000000
CR-C01-003-A0170,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,338.000000000,340.000000000,2.000000000,0.082254186,0.000000000,0.000000000
CR-C01-003-A0171,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,340.000000000,342.000000000,2.000000000,0.083394331,0.000000000,0.000000000
CR-C01-003-A0172,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,342.000000000,344.000000000,2.000000000,0.081963106,0.000000000,0.000000000
CR-C01-003-A0173,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,344.000000000,346.000000000,2.000000000,0.081694072,0.000000000,0.000000000
CR-C01-003-A0174,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,346.000000000,348.000000000,2.000000000,0.084785260,0.000000000,0.000000000
CR-C01-003-A0175,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,348.000000000,350.000000000,2.000000000,0.084539735,0.000000000,0.000000000
CR-C01-003-A0176,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,350.000000000,352.000000000,2.000000000,0.083402689,0.000000000,0.000000000
CR-C01-003-A0177,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,352.000000000,354.000000000,2.000000000,0.087922687,0.000000000,0.000000000
CR-C01-003-A0178,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,354.000000000,356.000000000,2.000000000,0.088906987,0.000000000,0.000000000
CR-C01-003-A0179,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,356.000000000,358.000000000,2.000000000,0.082787610,0.000000000,0.000000000
CR-C01-003-A0180,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,358.000000000,360.000000000,2.000000000,0.085072855,0.000000000,0.000000000
CR-C01-003-A0181,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,360.000000000,362.000000000,2.000000000,0.079472481,0.000000000,0.000000000
CR-C01-003-A0182,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,362.000000000,364.000000000,2.000000000,0.092239023,0.000000000,0.000000000
CR-C01-003-A0183,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,364.000000000,366.000000000,2.000000000,0.087143782,0.000000000,0.000000000
CR-C01-003-A0184,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,366.000000000,368.000000000,2.000000000,0.096927759,0.000000000,0.000000000
CR-C01-003-A0185,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,368.000000000,370.000000000,2.000000000,0.090813495,0.000000000,0.000000000
CR-C01-003-A0186,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,370.000000000,372.000000000,2.000000000,0.092982049,0.000000000,0.000000000
CR-C01-003-A0187,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,372.000000000,374.000000000,2.000000000,0.089249214,0.000000000,0.000000000
CR-C01-003-A0188,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,374.000000000,376.000000000,2.000000000,0.090414978,0.000000000,0.000000000
CR-C01-003-A0189,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,376.000000000,378.000000000,2.000000000,0.098906057,0.000000000,0.000000000
CR-C01-003-A0190,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,378.000000000,380.000000000,2.000000000,0.097637367,0.000000000,0.000000000
CR-C01-003-A0191,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,380.000000000,382.000000000,2.000000000,0.098109234,0.000000000,0.000000000
CR-C01-003-A0192,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,382.000000000,384.000000000,2.000000000,0.096915836,0.000000000,0.000000000
CR-C01-003-A0193,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,384.000000000,386.000000000,2.000000000,0.102768069,0.000000000,0.000000000
CR-C01-003-A0194,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,386.000000000,388.000000000,2.000000000,0.097554646,0.000000000,0.000000000
CR-C01-003-A0195,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,388.000000000,390.000000000,2.000000000,0.104650586,0.000000000,0.000000000
CR-C01-003-A0196,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,390.000000000,392.000000000,2.000000000,0.099159602,0.000000000,0.000000000
CR-C01-003-A0197,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,392.000000000,394.000000000,2.000000000,0.100311500,0.000000000,0.000000000
CR-C01-003-A0198,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,394.000000000,396.000000000,2.000000000,0.104802799,0.000000000,0.000000000
CR-C01-003-A0199,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,396.000000000,398.000000000,2.000000000,0.116409164,0.000000000,0.000000000
CR-C01-003-A0200,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,398.000000000,400.000000000,2.000000000,0.114605303,0.000000000,0.000000000
CR-C01-003-A0201,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,400.000000000,402.000000000,2.000000000,0.107506957,0.000000000,0.000000000
CR-C01-003-A0202,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,402.000000000,404.000000000,2.000000000,0.104988907,0.000000000,0.000000000
CR-C01-003-A0203,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,404.000000000,406.000000000,2.000000000,0.104800890,0.000000000,0.000000000
CR-C01-003-A0204,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,406.000000000,408.000000000,2.000000000,0.103844814,0.000000000,0.000000000
CR-C01-003-A0205,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,408.000000000,410.000000000,2.000000000,0.112688246,0.000000000,0.000000000
CR-C01-003-A0206,CR-C01-003,DS04,cerro_rojo,CAMPAIGN_01,410.000000000,411.744162582,1.744162582,0.105750387,0.000000000,0.000000000
CR-C01-004-A0001,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.028428392,0.000000000,0.000000000
CR-C01-004-A0002,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.028106624,0.000000000,0.000000000
CR-C01-004-A0003,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.029864220,0.000000000,0.000000000
CR-C01-004-A0004,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.028989924,0.000000000,0.000000000
CR-C01-004-A0005,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.030241666,0.000000000,0.000000000
CR-C01-004-A0006,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.030057347,0.000000000,0.000000000
CR-C01-004-A0007,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.033970618,0.000000000,0.000000000
CR-C01-004-A0008,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.031562075,0.000000000,0.000000000
CR-C01-004-A0009,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.030960023,0.000000000,0.000000000
CR-C01-004-A0010,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.031877531,0.000000000,0.000000000
CR-C01-004-A0011,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.032657487,0.000000000,0.000000000
CR-C01-004-A0012,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.034972509,0.000000000,0.000000000
CR-C01-004-A0013,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.037353470,0.000000000,0.000000000
CR-C01-004-A0014,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.035164195,0.000000000,0.000000000
CR-C01-004-A0015,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.036207692,0.000000000,0.000000000
CR-C01-004-A0016,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.035288132,0.000000000,0.000000000
CR-C01-004-A0017,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.036120391,0.000000000,0.000000000
CR-C01-004-A0018,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.036634293,0.000000000,0.000000000
CR-C01-004-A0019,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.036661457,0.000000000,0.000000000
CR-C01-004-A0020,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.036262577,0.000000000,0.000000000
CR-C01-004-A0021,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.040771498,0.000000000,0.000000000
CR-C01-004-A0022,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.036803508,0.000000000,0.000000000
CR-C01-004-A0023,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.035790255,0.000000000,0.000000000
CR-C01-004-A0024,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.036113366,0.000000000,0.000000000
CR-C01-004-A0025,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.043433956,0.000000000,0.000000000
CR-C01-004-A0026,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.040435435,0.000000000,0.000000000
CR-C01-004-A0027,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.039432806,0.000000000,0.000000000
CR-C01-004-A0028,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.041663521,0.000000000,0.000000000
CR-C01-004-A0029,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.042397093,0.000000000,0.000000000
CR-C01-004-A0030,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.039543047,0.000000000,0.000000000
CR-C01-004-A0031,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.041070521,0.000000000,0.000000000
CR-C01-004-A0032,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.041982718,0.000000000,0.000000000
CR-C01-004-A0033,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.043506150,0.000000000,0.000000000
CR-C01-004-A0034,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.043269452,0.000000000,0.000000000
CR-C01-004-A0035,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.045390604,0.000000000,0.000000000
CR-C01-004-A0036,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.047465331,0.000000000,0.000000000
CR-C01-004-A0037,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.041338277,0.000000000,0.000000000
CR-C01-004-A0038,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.049178128,0.000000000,0.000000000
CR-C01-004-A0039,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.045908910,0.000000000,0.000000000
CR-C01-004-A0040,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.050850911,0.000000000,0.000000000
CR-C01-004-A0041,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.044379497,0.000000000,0.000000000
CR-C01-004-A0042,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.050017875,0.000000000,0.000000000
CR-C01-004-A0043,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.050717518,0.000000000,0.000000000
CR-C01-004-A0044,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.050885814,0.000000000,0.000000000
CR-C01-004-A0045,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.050121686,0.000000000,0.000000000
CR-C01-004-A0046,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.049608967,0.000000000,0.000000000
CR-C01-004-A0047,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.049892404,0.000000000,0.000000000
CR-C01-004-A0048,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.052954908,0.000000000,0.000000000
CR-C01-004-A0049,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.057648088,0.000000000,0.000000000
CR-C01-004-A0050,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.049481474,0.000000000,0.000000000
CR-C01-004-A0051,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.051343056,0.000000000,0.000000000
CR-C01-004-A0052,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.052708751,0.000000000,0.000000000
CR-C01-004-A0053,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.053392686,0.000000000,0.000000000
CR-C01-004-A0054,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.050441414,0.000000000,0.000000000
CR-C01-004-A0055,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.059782335,0.000000000,0.000000000
CR-C01-004-A0056,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.060693858,0.000000000,0.000000000
CR-C01-004-A0057,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.055190624,0.000000000,0.000000000
CR-C01-004-A0058,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.060054945,0.000000000,0.000000000
CR-C01-004-A0059,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.051809495,0.000000000,0.000000000
CR-C01-004-A0060,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.059252057,0.000000000,0.000000000
CR-C01-004-A0061,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.060130574,0.000000000,0.000000000
CR-C01-004-A0062,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.061576091,0.000000000,0.000000000
CR-C01-004-A0063,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.060578355,0.000000000,0.000000000
CR-C01-004-A0064,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.061046727,0.000000000,0.000000000
CR-C01-004-A0065,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.058923135,0.000000000,0.000000000
CR-C01-004-A0066,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.058422690,0.000000000,0.000000000
CR-C01-004-A0067,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.060038719,0.000000000,0.000000000
CR-C01-004-A0068,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.060553277,0.000000000,0.000000000
CR-C01-004-A0069,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.063168660,0.000000000,0.000000000
CR-C01-004-A0070,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.063578327,0.000000000,0.000000000
CR-C01-004-A0071,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.064622324,0.000000000,0.000000000
CR-C01-004-A0072,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.065449752,0.000000000,0.000000000
CR-C01-004-A0073,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.065431945,0.000000000,0.000000000
CR-C01-004-A0074,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.064074542,0.000000000,0.000000000
CR-C01-004-A0075,CR-C01-004,DS04,cerro_rojo,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.065344006,0.000000000,0.000000000
